<B> well his his his brother had cancer his brother died <C> did he? <A> and then his mum got ill <B> and then his mum got really ill he dropped he <C> mm 	they are talking about fathers	Contradiction
<B> he was ex- <C> yeah <B> so it seemed to be a bit of a stopgap bit like when dad <A> yeah <C> yeah 	they are not sure about dad	Neutral
<C> yeah <B> he signed off <C> yeah <B> it's like if you don't if you don't let me take this time I won't come back <A> it's stupid though like I just 	they are not sure about time	Neutral
<C> yes <A> and they they <C> I had that <A> they reap the benefit of it <C> I had that 	they are talking about stress	Entailment
<A> yeah <B> mm yeah yeah <C> but I I was paid for it and I got bonuses and everything and it was good money <A> yeah <C> in the early eighties early to mid-eighties 	they are talking about eighties	Entailment
<C> really? <B> Cisco isn't it? <C> well that's no different to what <B> mm <A> I just 	Some people are moving to Cisco	Entailment
<B> yeah <A> so if you ever wanted to move on it would be like oh you're a faults engineer like <B> yeah it's Cisco training so you have to stay technical <C> what <C> oh 	It's easier to get a job in Cisco with a specialisation	Entailment
<A> or <B> I've got six customers should only should only have one if I wasn't stretched <C> yeah <B> my my big one's based in <C> yeah 	Speaker B can handle having 6 customers	Neutral
<C> oh did you? <B> she got the train down <C> lovely <B> er and their technical <C> didn't you have the use of a company car for that? 	Speaker B had the use of a company car	Neutral
<B> er and their technical <C> didn't you have the use of a company car for that? <B> no <C> have you claimed for mileage for using <B> no 	Speaker B enjoys their job	Neutral
<B> er <A> yeah I <C> he's mentioned this? <A> yeah I did I did all of this as well why isn't she getting a taxi? <B> anyhow er and her technical director who's a big guy 	Speaker B is wealthy	Neutral
<A> that's not too bad <B> mm <A> but just to explain the logic I kind of wanted to like fixate on the house-sitting until like maybe mid-July <B> mm <A> and then in the summer I wanted to be either by the sea a bit by the sea so either if there's a house in Cornwall or even like living at my mum and dad's because it's by the sea and hanging out 	speaker a has absolutely no plans	Contradiction
<A> or being hang on one nine seven <B> er? <A> oh is it just a junction? <B> mm <A> I didn't really want volunteering to start already at the beginning of June but maybe that's too rigid because what I could do is no you see I just feel like it's too 	speaker a wants to go to the sea	Entailment
<A> well you see if I wanted to do the <B> mm <A> erm <B> mm <A> I feel like May is too soon I don't wanna already be going to Denmark in May 	speaker a will never go to denmark	Contradiction
<A> so I just don't wanna go <B> dosser <A> oh I'm gonna have to go May because there's Wales and then <B> yeah <A> do the Wales thing because I did wanna go to Wales and it's June so that and it's near the sea 	speaker a will have to leave in may	Entailment
<B> or what oh yeah and you can't do September cos it might be they <A> mm <B> but the September <A> and also er sorry it's boring but <B> no go on 	speaker a wants to go learn Danish	Neutral
